subject_id,sex,height_cm,weight_kg,body_fat_pct,bench_press_kg,squat_kg,deadlift_kg,resting_hr,vo2max,mile_time_sec
2550,M,178.5,84.5,14.9,102.3,126.7,157.9,64,51.3,448
2551,M,168.7,69.1,22.6,56.7,70.3,93.9,69,48.4,469
2552,F,158.7,56.1,27.4,45.4,67.5,76.7,70,34.7,448
2553,F,165.5,62.1,28.9,39.5,56.3,78.5,74,35.9,488
2554,F,175.9,74.0,24.5,11.7,27.0,38.4,66,49.1,436
2555,M,178.8,92.5,14.3,100.5,123.6,157.4,67,51.2,471
2556,M,182.8,94.6,12.4,94.9,106.8,152.7,62,51.1,453
2557,F,157.4,54.4,31.6,0.8,11.0,18.3,66,33.3,479
2558,M,174.9,86.5,9.7,114.2,140.0,178.0,55,60.2,454
2559,M,179.7,91.6,10.7,130.4,153.1,181.8,76,43.0,484
2560,F,160.4,55.9,26.1,64.0,104.8,130.5,66,40.1,476
2561,F,162.3,56.8,23.1,49.0,66.6,100.7,66,37.7,465
2562,F,165.2,72.8,29.5,47.1,74.1,93.4,78,32.0,506
2563,M,184.8,99.0,15.8,123.3,157.4,198.9,75,41.1,515
2564,F,161.9,62.5,26.0,73.3,103.7,130.9,75,27.2,512
2565,M,173.1,82.7,17.7,109.3,143.7,175.1,75,37.5,513
2566,M,178.8,80.0,20.7,69.5,82.0,104.3,80,37.6,527
2567,M,170.4,75.6,20.8,97.4,113.7,143.4,69,37.0,552
2568,F,164.5,63.4,28.0,56.0,86.1,93.1,71,36.9,528
2569,M,176.9,81.9,12.0,61.4,62.7,91.8,62,60.5,429
2570,F,162.0,53.2,25.4,43.7,84.4,107.1,63,37.7,457
2571,F,165.3,72.1,29.8,101.2,121.0,166.8,87,10.4,599
2572,F,165.9,58.5,21.1,57.4,84.5,97.7,69,47.2,463
2573,M,176.9,93.5,15.1,134.2,166.6,199.5,71,42.9,480
2574,F,155.6,51.2,25.1,47.6,64.8,93.1,62,43.0,469
2575,M,177.3,84.3,17.5,91.4,126.6,143.6,65,54.8,474
2576,M,180.9,88.9,16.6,114.5,129.7,168.4,63,47.5,461
2577,M,186.1,97.3,13.1,87.8,107.0,127.1,67,46.5,456
2578,F,163.5,55.0,33.0,23.5,49.6,50.9,71,34.4,489
2579,F,162.2,69.0,21.7,70.6,107.7,122.7,67,46.8,447
2580,F,165.9,72.4,25.8,81.1,109.6,136.4,66,33.0,504
2581,M,173.6,85.1,14.7,71.7,91.5,113.4,63,58.4,434
2582,M,185.0,97.9,14.5,117.1,140.6,175.9,63,56.1,447
2583,M,185.1,89.4,14.0,95.1,114.8,144.9,64,46.4,439
2584,F,175.6,70.4,39.3,53.5,93.3,103.5,73,23.3,586
2585,F,166.3,66.8,28.1,52.6,94.0,95.6,58,44.9,448
2586,F,174.5,85.6,27.9,83.2,107.4,133.7,78,30.3,541
2587,M,175.4,77.2,14.2,99.2,108.3,152.2,68,54.3,479
2588,M,188.0,111.9,18.1,132.9,161.2,206.9,76,33.3,552
2589,F,166.1,67.6,29.1,51.5,76.6,119.3,77,24.0,533
2590,M,185.3,97.9,9.9,110.1,139.0,174.6,60,65.8,407
2591,M,172.5,75.2,22.3,75.2,92.3,129.9,72,40.5,498
2592,M,182.6,100.6,5.4,150.5,181.3,216.1,60,61.1,415
2593,M,185.3,95.5,16.3,111.6,140.4,165.7,65,46.9,454
2594,M,176.1,75.2,16.8,108.6,141.9,160.7,70,47.6,491
2595,F,160.9,52.9,32.6,13.2,26.6,36.9,64,37.1,488
2596,F,149.8,44.6,34.2,15.6,39.9,46.6,74,25.3,560
2597,F,161.6,63.7,26.1,69.6,104.5,113.5,70,39.0,485
2598,M,174.1,75.7,22.8,92.1,129.2,141.9,74,39.4,529
2599,F,160.6,50.9,33.1,11.8,13.7,34.2,63,32.6,495
2600,M,190.1,114.7,11.0,123.7,163.0,199.5,61,49.9,465
2601,M,186.3,95.4,22.6,88.1,115.9,151.4,69,51.3,486
2602,M,169.6,78.4,19.1,121.5,149.9,176.0,78,28.0,520
2603,M,180.3,90.6,11.5,92.0,120.9,142.3,56,50.5,421
2604,F,167.5,56.7,30.8,51.2,89.4,87.9,73,32.3,512
2605,F,159.0,64.6,28.5,54.0,92.4,125.7,70,34.1,496
2606,M,178.4,80.2,12.5,76.2,92.8,112.9,64,55.4,422
2607,F,164.5,58.1,27.3,29.2,41.6,56.7,73,40.9,453
2608,M,170.7,77.3,19.1,82.6,106.6,133.2,74,36.6,494
2609,M,178.1,82.6,9.4,110.2,137.3,152.7,50,58.4,425
2610,F,163.4,58.9,28.5,19.0,34.9,51.5,76,27.8,491
2611,F,160.0,58.0,32.3,17.5,34.8,42.6,60,30.6,484
2612,F,156.8,59.7,27.7,55.0,87.0,107.4,69,30.1,505
2613,M,172.1,80.1,14.5,78.6,100.4,121.5,67,60.3,443
2614,M,175.9,86.8,18.2,79.4,101.8,132.5,68,49.0,470
2615,M,183.5,85.8,19.8,60.9,88.9,104.4,75,36.5,512
2616,M,175.4,79.1,15.2,79.0,102.4,124.5,71,43.7,487
2617,M,185.5,96.2,10.4,106.1,137.7,154.4,59,61.5,407
2618,M,176.8,81.6,16.6,107.7,136.0,163.9,60,56.1,468
2619,M,177.9,83.1,25.3,78.2,106.7,103.4,68,42.4,487
2620,M,177.6,83.1,9.3,123.4,156.3,200.3,64,56.3,449
2621,F,161.6,64.0,27.0,33.8,66.7,68.0,61,41.0,463
2622,M,173.4,71.0,11.1,88.2,105.7,113.7,71,42.2,465
2623,M,185.9,104.3,15.9,116.0,173.2,217.5,65,50.0,489
2624,F,154.1,47.6,28.8,42.2,62.5,84.3,72,35.2,513
2625,F,168.5,72.4,32.7,46.7,76.2,77.3,77,27.9,542
2626,M,182.6,86.8,11.8,89.7,128.8,148.0,67,54.5,476
2627,M,177.5,94.6,17.4,126.9,154.3,191.5,69,48.7,473
2628,M,186.9,105.7,20.5,135.5,164.3,199.4,84,40.4,513
2629,F,168.0,62.9,31.7,30.7,59.4,61.4,66,28.0,513
2630,M,175.0,78.9,18.8,88.0,103.5,144.2,65,48.3,502
2631,M,181.1,89.7,11.7,103.9,132.1,157.9,63,56.7,425
2632,F,175.0,72.5,38.4,35.2,60.8,62.4,74,15.3,558
2633,F,162.5,48.9,26.6,40.0,60.8,64.7,64,28.6,510
2634,M,188.2,97.4,12.0,106.6,117.6,164.5,65,44.3,509
2635,M,180.2,90.5,9.9,124.1,152.4,185.9,64,49.5,472
2636,M,174.7,79.4,12.3,117.2,141.2,184.5,60,47.9,497
2637,M,171.2,74.9,9.1,86.4,97.8,130.1,55,61.0,385
2638,M,177.8,79.6,16.1,92.4,115.8,144.0,51,47.7,453
2639,F,152.7,45.5,27.0,48.2,84.7,88.6,72,36.1,502
2640,F,156.7,58.3,29.7,37.6,52.0,63.6,69,36.9,501
2641,F,161.6,56.4,25.2,50.6,90.5,93.8,69,27.3,494
2642,F,157.2,53.8,22.8,38.3,66.4,84.0,68,44.2,420
2643,M,180.5,85.4,20.6,82.4,91.3,120.1,78,39.8,464
2644,M,175.6,78.0,19.1,69.7,91.7,116.6,70,40.0,509
2645,F,159.7,60.7,23.7,75.8,109.5,127.6,62,38.6,468
2646,M,179.6,80.1,13.0,91.5,111.1,136.7,64,63.3,408
2647,M,180.6,89.1,23.2,135.9,167.7,202.1,84,31.6,561
2648,M,179.9,81.9,13.3,88.1,105.1,141.6,59,62.6,450
2649,F,156.8,49.9,32.4,47.2,78.1,96.4,62,36.3,483
2650,F,161.8,69.3,28.5,94.5,133.0,145.5,82,23.7,545
2651,M,179.0,71.1,28.5,75.0,91.8,113.7,86,22.2,616
2652,M,169.6,71.9,26.5,62.6,71.0,82.3,77,37.0,513
2653,F,161.0,63.4,27.5,70.0,87.8,130.6,57,38.6,515
2654,M,181.9,91.0,15.9,80.1,95.7,119.8,71,47.6,494
2655,M,180.8,95.1,16.4,95.9,119.6,140.5,64,59.5,439
2656,F,161.5,59.2,29.4,33.3,61.2,71.9,69,35.4,461
2657,F,165.5,64.3,31.6,47.4,71.4,97.0,71,23.4,552
2658,M,171.9,79.8,20.5,70.2,91.1,106.2,71,41.7,533
2659,M,170.9,72.3,19.4,82.5,112.7,132.1,70,49.8,468
2660,F,160.6,53.6,28.8,48.6,81.5,87.1,66,31.2,524
2661,M,188.1,98.5,18.0,84.8,101.7,124.9,76,39.7,498
2662,F,164.9,61.0,33.4,31.8,49.6,62.9,59,38.2,476
2663,F,159.9,51.1,34.0,33.2,58.5,76.7,70,29.1,528
2664,F,169.0,64.0,33.7,21.8,47.8,50.0,77,23.9,524
2665,M,175.7,82.1,14.4,84.2,103.9,130.9,69,48.6,475
2666,M,188.3,99.6,15.5,106.6,121.2,158.8,69,54.2,441
2667,M,176.0,76.5,15.8,77.4,110.3,128.2,71,47.1,480
2668,M,175.1,81.0,22.0,80.1,117.1,122.9,68,35.9,534
2669,M,181.7,89.1,15.1,86.7,112.4,150.6,56,55.7,416
2670,M,175.1,80.5,10.0,76.4,110.5,123.5,59,60.3,394
2671,M,175.3,79.2,12.2,102.0,136.4,147.0,64,53.1,490
2672,F,176.1,87.8,22.1,79.0,112.0,132.6,65,40.8,453
2673,M,178.9,83.5,9.9,90.8,105.8,140.2,59,58.1,379
2674,M,178.3,82.5,16.6,115.8,130.0,162.0,72,45.4,483
2675,M,176.2,71.3,15.9,92.5,112.7,134.9,66,48.1,455
2676,F,163.4,56.3,33.0,47.2,75.2,92.5,77,22.0,534
2677,M,183.7,99.5,13.7,131.5,170.9,201.5,73,43.5,531
2678,F,152.0,48.2,31.0,48.1,79.4,100.9,72,25.2,516
2679,M,172.0,72.0,18.4,51.9,60.7,88.1,73,48.7,484
2680,F,158.5,62.1,32.0,59.7,71.6,99.3,66,28.7,534
2681,F,168.8,78.7,22.6,85.1,111.3,126.1,71,29.4,502
2682,M,177.5,80.9,19.2,81.7,109.5,125.3,65,50.9,466
2683,F,162.7,67.1,25.5,73.8,95.9,120.7,68,36.2,493
2684,F,155.6,58.0,35.7,28.4,56.2,68.3,69,19.8,552
2685,M,185.0,89.1,22.8,69.2,94.5,115.9,66,36.4,505
2686,M,169.1,67.0,17.8,92.9,108.2,151.7,78,34.4,542
2687,F,164.2,64.1,33.8,20.6,16.4,28.6,68,38.9,496
2688,F,159.5,56.5,26.9,40.8,62.3,72.3,67,38.8,493
2689,F,167.4,69.9,24.2,76.5,101.7,133.8,67,38.8,488
2690,M,173.1,70.1,20.9,57.8,68.6,82.8,68,44.0,522
2691,M,180.0,76.3,22.7,74.6,87.6,116.9,63,53.5,443
2692,F,163.4,55.8,27.9,26.5,37.8,52.1,62,25.1,508
2693,F,156.4,53.3,32.0,44.8,75.9,91.1,75,23.8,507
2694,M,170.6,70.5,12.8,79.6,104.6,126.7,71,54.6,461
2695,M,175.4,86.7,12.2,112.0,148.6,194.9,62,57.3,402
2696,F,162.4,62.8,29.4,73.7,95.1,97.6,59,38.3,477
2697,F,154.7,50.8,28.3,46.7,81.8,98.7,72,27.3,492
2698,F,164.2,61.9,23.8,43.9,68.2,87.6,60,51.7,432
2699,M,170.0,70.7,16.1,93.7,134.3,130.8,64,42.4,495
2700,M,175.2,81.0,17.8,73.8,87.5,116.8,65,54.8,447
2701,M,179.3,97.4,14.2,112.6,137.8,168.2,70,50.8,506
2702,M,181.2,83.5,23.3,77.9,86.1,112.2,70,43.3,519
2703,M,176.4,84.2,19.6,113.7,140.5,171.7,90,32.5,571
2704,M,179.1,92.6,18.8,122.8,153.7,181.2,69,49.2,491
2705,M,169.5,83.5,10.0,98.7,119.1,148.9,75,47.4,465
2706,M,185.2,96.7,18.8,95.9,126.5,150.6,67,43.1,501
2707,F,171.5,75.9,22.6,59.2,93.1,125.9,52,52.5,446
2708,M,178.4,81.8,27.1,44.0,47.1,62.0,73,35.7,557
2709,M,190.5,103.8,17.0,108.8,143.1,170.4,76,41.7,477
2710,F,158.7,55.2,30.5,37.3,62.6,80.5,70,32.9,520
2711,M,174.8,72.6,19.9,93.6,110.0,135.8,66,32.5,523
2712,M,173.4,81.2,13.4,106.2,131.1,150.9,64,59.6,455
2713,F,159.1,55.2,28.9,40.1,68.4,86.3,58,46.1,430
2714,F,170.1,74.0,24.9,29.0,60.4,73.7,74,31.3,508
2715,M,175.6,79.4,24.2,96.7,107.8,150.0,70,40.8,518
2716,F,154.9,55.3,38.5,45.8,64.5,86.7,72,29.5,536
2717,F,159.4,53.6,19.7,44.9,69.4,81.2,67,46.7,455
2718,F,167.5,72.2,23.8,47.0,90.3,98.5,58,45.8,423
2719,M,184.9,92.6,17.8,121.0,153.6,194.7,65,44.1,469
2720,F,162.5,52.2,38.3,20.3,35.5,47.9,79,20.3,547
2721,M,166.9,71.4,22.7,86.4,109.5,130.7,64,41.1,510
2722,M,171.7,81.4,13.0,113.3,152.5,192.4,70,51.2,454
2723,M,189.3,88.2,12.1,70.7,83.4,96.2,72,58.4,455
2724,F,165.8,67.0,36.7,57.6,70.5,83.5,84,17.6,543
2725,M,179.4,80.3,19.7,78.3,111.8,130.1,66,42.0,463
2726,F,173.4,76.6,28.6,40.4,71.9,88.0,56,48.3,407
2727,F,173.6,78.5,27.1,38.2,50.0,72.8,70,33.3,508
2728,M,178.6,75.4,8.9,89.4,107.5,145.8,61,56.2,432
2729,M,180.7,87.4,10.7,134.5,152.9,199.0,71,51.2,468
2730,F,159.0,52.3,37.7,15.3,31.7,42.5,81,28.5,530
2731,M,177.6,78.2,21.8,73.4,91.2,104.2,68,43.8,468
2732,F,154.2,47.0,30.3,6.1,35.8,38.0,67,29.9,473
2733,M,172.6,77.5,13.6,126.3,158.3,191.7,70,39.4,525
2734,M,168.0,67.2,26.6,68.4,92.0,127.1,76,38.7,525
2735,M,180.1,89.5,10.4,103.5,123.1,144.5,63,62.0,433
2736,M,171.5,66.7,21.3,80.5,110.7,114.8,74,38.7,499
2737,F,169.7,70.5,26.0,36.1,53.1,74.6,62,48.8,444
2738,M,172.1,75.8,19.1,88.6,115.1,129.9,79,41.2,491
2739,M,189.2,106.4,8.7,142.6,194.0,222.3,71,49.3,497
2740,F,162.1,60.8,22.9,78.2,107.5,111.6,57,38.1,500
2741,F,153.5,43.0,31.3,23.3,43.4,59.9,72,30.2,517
2742,M,178.3,93.2,11.9,116.9,147.1,174.1,66,44.7,466
2743,F,170.1,66.6,35.7,30.0,47.3,72.3,80,15.3,564
2744,M,174.8,69.7,18.8,57.1,80.2,89.3,70,52.1,426
2745,F,161.4,58.2,40.3,57.5,83.0,115.1,83,7.0,616
2746,F,158.4,58.3,23.8,65.3,96.3,114.2,65,27.1,461
2747,F,161.0,66.3,21.0,60.7,95.3,115.2,60,39.0,427
2748,F,161.7,55.9,26.8,61.1,55.0,64.7,67,42.4,456
2749,F,158.0,60.0,29.8,43.3,58.2,65.5,70,27.5,528
2750,M,167.5,73.8,13.4,109.4,132.9,172.3,73,35.7,499
2751,F,159.7,57.1,31.1,49.3,81.7,93.5,75,31.1,495
2752,F,166.2,69.0,29.6,41.9,63.1,74.3,62,37.0,501
2753,M,178.5,77.0,24.6,66.3,76.7,89.6,75,37.5,535
2754,F,157.5,58.9,24.0,40.6,78.9,93.8,62,38.3,503
2755,F,154.0,56.2,24.0,59.5,89.8,112.8,63,40.3,479
2756,F,158.2,51.7,27.3,23.5,36.8,39.4,67,32.7,516
2757,M,183.0,98.6,13.6,112.3,141.8,170.5,64,51.3,481
2758,F,156.7,52.0,26.8,43.3,87.4,90.3,63,38.3,475
2759,M,179.0,93.4,15.4,109.7,137.3,169.1,69,44.7,468
2760,F,164.6,61.0,29.3,56.5,97.0,117.1,83,18.0,538
2761,M,177.6,82.0,15.6,72.3,93.7,140.5,69,52.3,461
2762,F,161.5,47.3,34.2,1.3,20.2,29.1,83,28.8,520
2763,M,177.3,78.5,19.9,83.2,103.0,124.9,69,45.7,511
2764,F,159.9,65.7,22.9,66.1,91.4,105.8,63,42.4,451
2765,M,179.6,76.8,10.3,94.7,102.2,124.5,60,58.3,413
2766,F,164.2,62.5,27.0,32.2,53.7,52.4,66,31.6,500
2767,F,164.6,59.0,26.9,4.0,22.6,40.8,64,44.8,450
2768,M,188.7,105.3,15.8,138.6,182.4,201.3,69,38.4,535
2769,F,164.3,68.6,23.4,66.1,86.0,105.8,65,38.1,481
2770,F,153.5,49.2,25.6,57.9,84.2,97.2,72,41.8,486
2771,M,182.1,96.2,15.3,123.7,154.1,190.7,69,53.4,467
2772,M,176.6,83.9,14.7,108.6,127.7,155.1,77,44.2,486
2773,M,188.3,99.6,13.4,98.6,121.7,148.4,70,47.7,470
2774,M,186.5,90.7,7.6,101.3,123.2,151.0,64,54.8,415
2775,M,176.7,76.2,21.9,78.5,116.8,124.4,70,46.3,489
2776,M,181.9,99.1,15.5,140.5,187.3,227.5,72,44.3,503
2777,M,173.9,76.2,8.5,114.2,152.7,147.0,49,65.6,358
2778,F,160.8,56.4,35.3,35.5,63.0,67.4,76,25.3,529
2779,M,179.0,89.6,15.2,109.7,137.1,171.6,67,51.3,462
2780,F,168.8,74.6,28.7,15.2,55.6,67.1,69,35.0,466
2781,F,165.2,73.7,20.3,86.4,101.8,132.4,56,39.1,490
2782,F,162.0,61.9,34.2,37.9,60.9,58.5,68,34.8,508
2783,M,190.9,103.0,13.2,107.1,137.0,173.4,73,50.4,444
2784,M,176.2,85.4,14.0,113.3,150.0,164.5,72,47.9,487
2785,F,154.0,43.0,32.5,47.6,68.0,85.5,72,23.9,571
2786,F,153.1,48.0,21.8,34.9,60.5,76.5,50,52.5,402
2787,F,169.9,73.3,28.7,53.6,88.3,91.0,68,36.2,484
2788,M,177.0,79.0,15.8,98.8,117.6,141.9,68,51.4,446
2789,F,162.6,60.7,28.5,35.7,47.2,72.4,72,37.5,472
2790,M,177.6,79.7,16.9,76.0,111.9,121.0,70,48.3,483
2791,F,160.7,59.0,28.2,67.6,97.4,133.4,74,35.6,504
2792,F,156.9,50.9,32.1,39.1,71.5,84.9,79,19.6,599
2793,M,180.1,83.3,21.0,79.9,102.6,139.7,71,51.5,485
2794,M,180.7,80.6,16.8,83.1,99.0,131.0,73,47.2,454
2795,M,179.6,89.8,12.9,117.4,154.6,190.9,58,61.5,417
2796,M,179.8,90.3,14.1,100.8,141.7,174.1,71,33.7,511
2797,M,177.2,80.7,18.0,108.5,119.1,160.6,74,48.6,503
2798,M,171.1,76.4,16.5,87.2,105.9,120.0,71,42.9,493
2799,M,169.5,78.1,8.2,102.9,128.4,159.2,51,66.2,411
2800,F,175.6,83.0,34.8,46.4,70.5,85.5,79,31.5,545
2801,F,169.4,70.0,26.8,44.3,69.8,98.6,66,33.6,482
2802,M,186.0,96.0,17.8,116.7,155.4,187.3,63,60.0,456
2803,M,177.3,82.2,16.8,104.7,141.9,174.6,69,46.2,540
2804,F,159.1,58.6,31.7,33.1,45.7,51.6,79,28.0,523
2805,M,177.4,74.3,22.0,74.5,93.1,116.2,71,40.4,540
2806,M,170.9,72.7,12.1,83.6,117.0,126.9,63,55.3,438
2807,M,176.9,85.5,17.8,127.0,156.6,197.1,76,37.6,511
2808,F,167.2,65.1,28.5,1.6,22.6,44.0,67,43.4,448
2809,M,179.0,89.8,15.6,105.2,124.4,168.1,60,47.2,476
2810,F,154.5,48.5,31.2,14.3,30.1,35.4,69,37.5,481
2811,M,175.8,77.8,16.8,78.3,97.4,111.4,64,54.8,439
2812,M,182.8,86.6,22.6,86.0,113.7,134.8,71,36.1,532
2813,M,175.2,78.2,15.4,87.1,114.6,128.4,68,39.4,519
2814,F,161.9,57.3,28.6,34.2,55.8,72.3,73,43.1,470
2815,M,182.2,85.0,15.0,87.0,123.0,133.4,71,42.2,465
2816,F,164.0,64.7,32.9,41.9,57.2,70.6,85,9.8,586
2817,F,163.8,56.5,28.0,12.1,42.5,35.4,60,33.6,495
2818,M,181.0,86.6,16.0,101.4,146.2,174.6,68,38.3,503
2819,M,175.2,83.7,11.8,114.6,133.2,147.9,68,57.8,450
2820,F,154.9,51.0,23.6,62.6,89.8,110.6,55,44.0,471
2821,M,171.2,70.4,20.0,55.8,86.2,88.3,73,47.9,483
2822,F,162.9,57.8,22.6,44.3,69.9,79.0,69,45.3,433
2823,F,166.7,74.5,29.2,57.2,96.9,121.9,64,41.9,464
2824,M,171.4,70.5,12.7,66.7,76.9,115.2,57,62.8,409
2825,M,182.3,87.8,14.5,102.4,121.8,155.7,64,38.7,522
2826,F,168.6,66.0,28.9,52.3,70.2,86.9,62,35.5,502
2827,M,168.6,75.6,10.1,125.3,146.6,184.5,66,57.0,440
2828,M,175.4,86.9,4.2,135.7,173.3,201.6,74,42.0,477
2829,M,187.1,89.4,20.3,67.3,87.5,108.8,59,54.0,426
2830,M,179.5,96.9,13.1,142.7,179.5,219.3,69,39.4,505
2831,M,170.4,69.4,8.8,61.7,89.7,100.3,49,62.2,435
2832,F,166.1,64.6,15.9,68.9,103.2,121.8,50,57.0,359
2833,M,179.6,85.6,14.3,115.9,129.9,171.0,71,47.9,475
2834,M,184.4,88.3,17.4,75.3,79.7,125.8,65,61.0,453
2835,F,156.4,54.6,21.8,58.0,78.6,106.3,54,47.5,448
2836,M,176.7,81.9,15.9,90.7,112.4,147.5,77,37.5,508
2837,M,171.5,87.0,20.8,104.4,139.2,150.3,86,34.7,566
2838,F,157.7,63.5,23.2,48.5,73.6,91.8,58,44.3,442
2839,M,175.4,86.5,13.0,122.8,148.9,180.2,63,47.6,463
2840,F,158.5,57.7,27.3,48.1,69.6,91.6,72,32.7,502
2841,F,159.4,51.8,28.5,36.6,50.6,78.9,72,39.3,494
2842,M,182.8,92.3,19.6,119.3,150.0,180.4,85,26.8,541
2843,M,178.3,86.6,16.4,101.4,127.4,160.0,67,52.3,465
2844,M,169.3,73.6,19.8,92.0,122.0,164.3,71,41.9,510
2845,F,169.9,69.3,32.0,33.0,51.8,73.7,56,42.0,471
2846,M,180.5,84.3,20.3,72.4,85.9,114.6,58,53.3,464
2847,F,160.9,58.8,31.5,36.9,55.4,64.0,66,43.5,456
2848,F,163.7,60.3,30.4,34.8,56.0,85.7,63,42.8,495
2849,F,163.0,69.9,28.6,59.7,93.0,112.3,78,24.6,537
2850,M,184.7,101.2,16.7,104.4,140.8,180.7,64,53.4,465
2851,F,159.5,58.4,24.5,43.4,63.1,80.3,65,42.7,448
2852,F,168.1,77.9,28.6,78.8,108.1,133.2,61,46.5,471
2853,M,182.5,90.1,4.5,126.9,156.0,177.8,58,63.7,401
2854,F,161.7,62.1,34.0,52.0,80.1,97.4,81,23.1,550
2855,M,179.1,80.8,22.4,85.9,102.4,112.6,70,41.9,501
2856,F,165.4,70.7,29.6,78.7,109.6,140.4,72,33.4,523
2857,M,179.9,89.6,10.1,96.5,122.2,136.3,67,50.9,459
2858,M,175.2,79.4,11.9,97.0,117.9,131.0,64,46.0,481
2859,F,157.3,52.1,29.9,38.9,66.2,75.3,74,32.2,469
2860,M,178.8,80.6,16.0,79.1,98.2,110.3,59,56.2,411
2861,M,174.5,76.1,20.4,65.0,80.0,99.4,73,45.3,478
2862,M,173.3,75.8,18.2,104.8,122.9,158.9,75,38.8,518
2863,F,150.7,38.5,29.5,19.9,36.2,49.8,76,28.9,559
2864,M,169.8,79.3,17.3,154.5,190.3,223.1,72,40.1,524
2865,F,171.2,75.4,31.6,22.8,52.3,63.4,74,30.1,532
2866,F,158.2,50.8,33.3,14.1,34.7,38.7,75,38.5,469
2867,M,188.4,101.6,20.0,120.8,131.7,178.3,70,47.5,486
2868,M,176.2,96.5,12.9,123.8,155.4,189.9,72,33.6,505
2869,M,178.3,92.3,12.6,95.7,119.7,144.9,69,56.0,451
2870,F,152.8,51.6,26.6,57.4,84.0,98.4,65,34.0,475
2871,F,161.3,56.1,28.0,7.5,12.6,25.4,69,46.4,445
2872,F,168.3,69.6,32.4,34.8,56.3,63.5,61,34.5,499
2873,F,169.1,70.3,28.0,35.8,39.6,54.7,66,41.8,475
2874,F,163.9,56.7,34.9,6.7,25.9,37.2,65,28.6,558
2875,F,157.2,53.8,26.5,41.6,74.3,82.2,62,36.8,510
2876,M,170.8,68.4,22.8,36.4,61.3,74.0,65,55.4,444
2877,F,158.6,49.8,30.0,14.5,36.1,42.3,72,35.2,515
2878,M,186.7,94.4,17.9,92.8,106.8,149.1,63,48.5,456
2879,M,185.2,100.3,24.9,82.7,109.6,115.3,80,38.0,521
2880,M,179.0,91.4,10.9,97.3,126.3,157.2,68,51.9,421
2881,M,172.3,86.3,18.9,97.5,126.5,152.6,72,42.9,516
2882,M,183.9,101.3,8.1,116.0,153.1,181.0,55,59.6,403
2883,M,173.6,77.1,8.9,104.9,132.2,167.3,71,48.8,476
2884,M,180.2,90.0,8.7,115.4,153.7,185.3,58,59.7,437
2885,F,163.1,61.4,28.6,55.1,71.3,86.2,75,30.4,523
2886,M,179.0,77.4,18.4,99.1,124.9,137.1,80,36.2,544
2887,M,175.4,85.8,17.3,94.0,141.0,174.1,71,41.0,536
2888,F,155.9,56.3,33.1,45.3,73.0,84.9,82,25.4,548
2889,F,171.7,70.8,30.7,42.5,62.7,82.2,75,29.6,525
2890,F,169.1,75.4,28.4,52.0,68.4,95.3,67,42.9,501
2891,M,179.2,82.2,19.7,78.3,105.4,118.4,71,53.1,454
2892,M,174.8,76.7,21.3,101.4,135.5,165.1,75,48.2,516
2893,F,156.3,51.1,27.5,50.0,64.4,76.4,77,32.6,500
2894,M,179.9,83.9,20.3,76.4,94.3,137.9,68,47.0,480
2895,F,158.7,50.8,23.1,33.5,45.0,65.0,54,53.0,409
2896,M,181.0,79.3,19.3,70.7,90.3,103.4,71,45.7,530
2897,M,178.0,86.6,19.2,113.7,150.0,192.1,88,35.3,524
2898,F,156.9,54.8,25.0,41.7,76.0,89.1,69,39.4,488
2899,M,176.1,79.9,17.0,83.8,85.3,113.7,68,48.5,518
2900,M,182.9,87.7,10.7,112.8,144.5,158.3,55,65.0,416
2901,F,162.1,59.2,28.0,35.5,63.0,71.2,71,33.6,514
2902,M,176.9,74.0,15.7,69.6,68.3,109.8,64,53.8,447
2903,M,183.0,94.1,12.6,120.2,149.3,182.9,64,62.4,430
2904,M,168.2,63.9,20.9,71.9,102.3,120.6,74,45.4,541
2905,M,191.3,95.5,19.6,85.3,109.2,153.1,77,41.3,528
2906,F,163.6,64.1,22.4,54.1,68.7,91.2,72,44.1,480
2907,M,181.8,92.1,7.7,121.3,155.0,178.3,63,55.2,443
2908,M,183.6,93.8,19.8,98.7,121.0,145.6,75,41.4,511
2909,M,171.9,77.2,22.0,77.2,84.3,108.7,73,45.1,488
2910,F,155.7,55.0,36.9,46.9,80.3,99.3,83,16.9,638
2911,M,172.3,73.5,12.9,68.6,95.7,131.9,65,49.2,428
2912,F,162.7,62.1,24.4,72.7,109.6,142.7,72,34.4,500
2913,M,178.9,85.2,16.4,95.1,126.3,153.9,76,52.0,475
2914,M,174.9,68.7,22.2,48.6,66.9,76.9,75,32.6,519
2915,F,164.6,68.9,30.8,61.5,84.4,106.1,76,33.2,525
2916,M,163.0,75.4,11.7,128.6,164.9,194.4,68,43.6,509
2917,F,159.1,58.4,24.8,62.2,110.0,128.2,74,32.6,501
2918,F,168.9,75.0,24.8,100.3,132.7,145.6,78,39.2,469
2919,F,158.2,50.8,31.0,21.9,44.0,55.6,65,34.7,482
2920,M,176.7,77.2,7.6,116.1,140.2,168.2,64,70.0,392
2921,F,159.7,53.4,27.8,30.7,51.1,68.6,65,35.7,503
2922,M,163.6,58.9,8.4,87.4,106.7,135.0,60,54.2,429
2923,F,157.0,42.3,33.9,14.3,28.5,30.8,72,32.9,523
2924,M,181.1,95.7,17.4,80.8,103.8,123.7,79,29.2,546
2925,M,173.8,77.2,20.4,72.7,96.8,119.5,69,43.9,502
